job_id,company,title,location,posted_date,url,source_url,score,matched_rules,collected_at_utc
a49e41b4ab3ddcf3,Parexel,"Biostatistician II United Kingdom, Remote Biostatistics",,,https://jobs.parexel.com/en/job/united-kingdom/biostatistician-ii/877/98126637360,https://jobs.parexel.com/en/search-jobs/biostatistician,65,biostatistics; statistician; remote,2026-09-17T10:59:37+00:00
cd5c12766ad0453d,Parexel,"Senior Biostatistician / Biostatistician III United Kingdom, Remote Biostatistics",,,https://jobs.parexel.com/en/job/united-kingdom/senior-biostatistician-biostatistician-iii/877/97791841168,https://jobs.parexel.com/en/search-jobs/biostatistician,65,biostatistics; statistician; remote,2026-09-17T10:59:37+00:00
3c82df6b7fd3b2b8,Amgen,"Aug. 13, 2026 Manager Biostatistics (Study Statistician and / or Study Lead Statistician) India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/manager-biostatistics-study-statistician-and-or-study-lead-statistician/87/92297751376,https://careers.amgen.com/en/search-jobs/Statistics/87/1,60,biostatistics; statistician,2026-09-17T10:59:37+00:00
d8cac82f189e127c,ICON,Principal Biostatistician,,,https://careers.iconplc.com/job/principal-biostatistician-in-poland-warsaw-jid-52583,https://careers.iconplc.com/biostatistics-jobs,60,biostatistics; statistician,2026-09-17T10:59:39+00:00
59fbaa99cc4244db,ICON,Principal Biostatistician,,,https://careers.iconplc.com/job/principal-biostatistician-in-india-bangalore-jid-52579,https://careers.iconplc.com/biostatistics-jobs,60,biostatistics; statistician,2026-09-17T10:59:39+00:00
e551c8e8ffcb45bc,ICON,Senior Biostatistician,,,https://careers.iconplc.com/job/senior-biostatistician-in-poland-warsaw-jid-53345,https://careers.iconplc.com/biostatistics-jobs,60,biostatistics; statistician,2026-09-17T10:59:39+00:00
5292a01ed1b520e6,ICON,Senior Principal Biostatistician,,,https://careers.iconplc.com/job/senior-principal-biostatistician-in-uk-reading-jid-53742,https://careers.iconplc.com/biostatistics-jobs,60,biostatistics; statistician,2026-09-17T10:59:39+00:00
f2ae887a4dd1d337,Sanofi,"Principal Biostatistician (VAX) Location: Hyderabad, India Category: Digital Data & Technology",,,https://jobs.sanofi.com/en/job/hyderabad/principal-biostatistician-vax/2649/37067242624,https://jobs.sanofi.com/en/search-jobs/biostatistics,60,biostatistics; statistician,2026-09-17T10:59:45+00:00
7f610fe01b254d15,Amgen,"Aug. 13, 2026 Senior Associate - RWE Obesity Statistical Programming India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/senior-associate-rwe-obesity-statistical-programming/87/92311784800,https://careers.amgen.com/en/search-jobs/Statistics/87/1,45,statistical programming; RWE,2026-09-17T10:59:37+00:00
872dfefbd1ac21f9,Boehringer Ingelheim,"Post Doctoral Medical Fellow - Applied Biostatistics, Clinical Trial Simulation",,,https://jobs.boehringer-ingelheim.com/job/Ridgefield%2C-CT-Post-Doctoral-Medical-Fellow-Applied-Biostatistics%2C-Clinical-Trial-Simulation-Unit/1372307233/,https://jobs.boehringer-ingelheim.com/search/?q=biostatistics,45,biostatistics; clinical trials,2026-09-17T10:59:54+00:00
b2e79ace0ed47bad,Amgen,"Sep. 10, 2026 Senior Director, Biostatistics United States - Remote",,,https://careers.amgen.com/en/job/washington-d-c/senior-director-biostatistics/87/100456901456,https://careers.amgen.com/en/search-jobs/Statistics/87/1,40,biostatistics; remote,2026-09-17T10:59:37+00:00
34ecc2a1ebf4c7c3,Amgen,"Aug. 13, 2026 Biostatistics Manager, Centralized Statistical Monitoring (CSM) India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/biostatistics-manager-centralized-statistical-monitoring-csm/87/95052479936,https://careers.amgen.com/en/search-jobs/Statistics/87/1,35,biostatistics,2026-09-17T10:59:37+00:00
94e7eb31eb74149b,Amgen,"Aug. 13, 2026 Sr Associate Biostatistics India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/sr-associate-biostatistics/87/91299595296,https://careers.amgen.com/en/search-jobs/Statistics/87/1,35,biostatistics,2026-09-17T10:59:37+00:00
