job_id,company,title,location,posted_date,url,source_url,score,matched_rules,collected_at_utc
1556ee3d3193cf6c,Amgen,"Aug. 31, 2026 Biostatistical Programming Manager United States - Remote",,,https://careers.amgen.com/en/job/washington-d-c/biostatistical-programming-manager/87/95694538160,https://careers.amgen.com/search-jobs/Statistics/87/1?p=5,65,biostatistics; statistical programming; remote,2026-09-17T11:29:46+00:00
a49e41b4ab3ddcf3,Parexel,"Biostatistician II United Kingdom, Remote Biostatistics",,,https://jobs.parexel.com/en/job/united-kingdom/biostatistician-ii/877/98126637360,https://jobs.parexel.com/search-jobs/biostatistician?p=10,65,biostatistics; statistician; remote,2026-09-17T11:31:54+00:00
cd5c12766ad0453d,Parexel,"Senior Biostatistician / Biostatistician III United Kingdom, Remote Biostatistics",,,https://jobs.parexel.com/en/job/united-kingdom/senior-biostatistician-biostatistician-iii/877/97791841168,https://jobs.parexel.com/search-jobs/biostatistician?p=10,65,biostatistics; statistician; remote,2026-09-17T11:31:54+00:00
8187ed7173053b6f,Amgen,"Aug. 13, 2026 Associate Director, Biostatistical Programming India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/associate-director-biostatistical-programming/87/93464226720,https://careers.amgen.com/search-jobs/Statistics/87/1?p=4,60,biostatistics; statistical programming,2026-09-17T11:29:36+00:00
f476db3efbda1924,Amgen,"Aug. 13, 2026 Associate Director, Biostatistical Programming India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/associate-director-biostatistical-programming/87/92297750128,https://careers.amgen.com/search-jobs/Statistics/87/1?p=5,60,biostatistics; statistical programming,2026-09-17T11:29:46+00:00
3b0b36c7884368b1,Amgen,"Aug. 13, 2026 Biostatistical Programming Manager India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/biostatistical-programming-manager/87/93464226704,https://careers.amgen.com/search-jobs/Statistics/87/1?p=4,60,biostatistics; statistical programming,2026-09-17T11:29:36+00:00
2209b3762821de1e,Amgen,"Aug. 13, 2026 Biostatistical Programming Mgr India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/biostatistical-programming-mgr/87/91299595280,https://careers.amgen.com/search-jobs/Statistics/87/1?p=4,60,biostatistics; statistical programming,2026-09-17T11:29:36+00:00
7bb1fe63be3715db,Amgen,"Aug. 13, 2026 Biostatistical Programming Senior Associate India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/biostatistical-programming-senior-associate/87/94686822864,https://careers.amgen.com/search-jobs/Statistics/87/1?p=2,60,biostatistics; statistical programming,2026-09-17T11:29:12+00:00
a86cd497626c9f0a,Amgen,"Aug. 13, 2026 Biostatistical Programming Senior Associate India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/biostatistical-programming-senior-associate/87/91292980128,https://careers.amgen.com/search-jobs/Statistics/87/1?p=3,60,biostatistics; statistical programming,2026-09-17T11:29:23+00:00
83c279f47eb9545a,Amgen,"Aug. 13, 2026 Biostatistical Programming Senior Associate India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/biostatistical-programming-senior-associate/87/91289164464,https://careers.amgen.com/search-jobs/Statistics/87/1?p=3,60,biostatistics; statistical programming,2026-09-17T11:29:23+00:00
