job_id,company,title,location,posted_date,url,source_url,score,matched_rules,collected_at_utc
94e7eb31eb74149b,Amgen,"Aug. 13, 2026 Sr Associate Biostatistics India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/sr-associate-biostatistics/87/91299595296,https://careers.amgen.com/en/search-jobs/Statistics/87/1,35,biostatistics,2026-09-17T10:39:11+00:00
b1e52b2e2a677653,Amgen,"Aug. 31, 2026 Associate Director Biostatistics Taiwan - Taipei",,,https://careers.amgen.com/en/job/taipei/associate-director-biostatistics/87/97777872928,https://careers.amgen.com/en/search-jobs/Statistics/87/1,35,biostatistics,2026-09-17T10:39:11+00:00
886cbe99de23b96f,Amgen,"Aug. 31, 2026 Biostatistics Manager Japan - Tokyo",,,https://careers.amgen.com/en/job/tokyo/biostatistics-manager/87/96191914976,https://careers.amgen.com/en/search-jobs/Statistics/87/1,35,biostatistics,2026-09-17T10:39:11+00:00
ac1c590706b17d26,Amgen,"Aug. 31, 2026 Biostatistics Sr Mgr India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/biostatistics-sr-mgr/87/98755536704,https://careers.amgen.com/en/search-jobs/Statistics/87/1,35,biostatistics,2026-09-17T10:39:11+00:00
34631fb5ee4d4dec,AstraZeneca,"12 Month University Industrial Placement Student: Biometrics - AI Science Specialist Macclesfield, England, United Kingdom",,,https://careers.astrazeneca.com/job/macclesfield/12-month-university-industrial-placement-student-biometrics-ai-science-specialist/7684/100146601200,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,35,biostatistics,2026-09-17T10:39:07+00:00
f29bfab940385033,AstraZeneca,"12 Month University Industrial Placement Student: Biometrics – Clinical Information Scientist Macclesfield, England, United Kingdom",,,https://careers.astrazeneca.com/job/macclesfield/12-month-university-industrial-placement-student-biometrics-clinical-information-scientist/7684/100146601120,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,35,biostatistics,2026-09-17T10:39:07+00:00
53f9858437645295,AstraZeneca,"Associate Director, Biostatistics Boston, Massachusetts",,,https://careers.astrazeneca.com/job/boston/associate-director-biostatistics/43991/95913885952,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,35,biostatistics,2026-09-17T10:39:07+00:00
560cb268feda7cf4,AstraZeneca,"Senior Director Biostatistics Late Infectious Disease Gaithersburg, Maryland",,,https://careers.astrazeneca.com/job/gaithersburg/senior-director-biostatistics-late-infectious-disease/7684/99508298112,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,35,biostatistics,2026-09-17T10:39:07+00:00
673463e63391baaa,AstraZeneca,"Senior Manager, Biostatistics Boston, Massachusetts",,,https://careers.astrazeneca.com/job/boston/senior-manager-biostatistics/43991/98186038960,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,35,biostatistics,2026-09-17T10:39:07+00:00
06ada409bfc579d7,AstraZeneca,"Statistical Science Director - Late Oncology Hematology Gaithersburg, Maryland",,,https://careers.astrazeneca.com/job/gaithersburg/statistical-science-director-late-oncology-hematology/7684/95453340224,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,33,statistician; oncology,2026-09-17T10:39:07+00:00
eb05240334489b23,Parexel,"Senior Statistical Programmer (SDTM) India, Remote Statistical Programming",,,https://jobs.parexel.com/en/job/india/senior-statistical-programmer-sdtm/877/99523772832,https://jobs.parexel.com/en/search-jobs/biostatistician,30,statistical programming; remote,2026-09-17T10:39:11+00:00
4445f2ab29aafff4,Parexel,"Senior Statistical Programmer India, Remote Statistical Programming",,,https://jobs.parexel.com/en/job/india/senior-statistical-programmer/877/99787587616,https://jobs.parexel.com/en/search-jobs/biostatistician,30,statistical programming; remote,2026-09-17T10:39:11+00:00
80d21686c06ca031,ICON,Senior Statistical Programmer - R Programming,,,https://careers.iconplc.com/job/senior-statistical-programmer-r-programming-in-philippines-manila-jid-53058,https://careers.iconplc.com/biostatistics-jobs,29,statistical programming; R,2026-09-17T10:39:05+00:00
b9f7133cc923394f,AstraZeneca,"Director Statistical Programming Bengaluru, Karnataka, India",,,https://careers.astrazeneca.com/job/bengaluru/director-statistical-programming/7684/98553046592,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,25,statistical programming,2026-09-17T10:39:07+00:00
fef7497d61f4f3d5,AstraZeneca,"Director, Statistical Programming Waltham, Massachusetts",,,https://careers.astrazeneca.com/job/waltham/director-statistical-programming/7684/96577832416,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,25,statistical programming,2026-09-17T10:39:07+00:00
57f8b5c9cdc2e2be,AstraZeneca,"Senior Statistician - Late Cardiovascular, Renal and Metabolism Gothenburg, Västra Götaland County, Sweden",,,https://careers.astrazeneca.com/job/gothenburg/senior-statistician-late-cardiovascular-renal-and-metabolism/7684/100344131328,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,25,statistician,2026-09-17T10:39:07+00:00
bf44dc9f8d292dc1,AstraZeneca,"Senior Statistician II Bengaluru, Karnataka, India",,,https://careers.astrazeneca.com/job/bengaluru/senior-statistician-ii/7684/100707484032,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,25,statistician,2026-09-17T10:39:07+00:00
c245e8941cacead9,AstraZeneca,"Statistical Programming Associate Director Barcelona, Catalonia, Spain",,,https://careers.astrazeneca.com/job/barcelona/statistical-programming-associate-director/7684/96246597872,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,25,statistical programming,2026-09-17T10:39:07+00:00
ab0bde4f694f33e6,AstraZeneca,"Statistical Science Associate Director Bengaluru, Karnataka, India",,,https://careers.astrazeneca.com/job/bengaluru/statistical-science-associate-director/7684/98780301424,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,25,statistician,2026-09-17T10:39:07+00:00
07d6f053284a8121,AstraZeneca,"Statistical Science Director Bengaluru, Karnataka, India",,,https://careers.astrazeneca.com/job/bengaluru/statistical-science-director/7684/91120121984,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,25,statistician,2026-09-17T10:39:07+00:00
b624b9a14c845592,ICON,Senior Statistical Programmer,,,https://careers.iconplc.com/job/senior-statistical-programmer-in-poland-warsaw-jid-53191,https://careers.iconplc.com/biostatistics-jobs,25,statistical programming,2026-09-17T10:39:05+00:00
fd9ad07b2fab2d35,Parexel,"Executive Director, HEOR Modeling United Kingdom, Remote Ireland, Remote Access Consulting",,,https://jobs.parexel.com/en/job/united-kingdom/executive-director-heor-modeling/877/94275032016,https://jobs.parexel.com/en/search-jobs/biostatistician,25,HEOR; remote,2026-09-17T10:39:11+00:00
982c2e093345eb88,Parexel,"Health Economics Associate- Advanced Analytics India, Remote Access Consulting",,,https://jobs.parexel.com/en/job/india/health-economics-associate-advanced-analytics/877/99438750000,https://jobs.parexel.com/en/search-jobs/biostatistician,25,HEOR; remote,2026-09-17T10:39:11+00:00
5b0f2c352a185503,Amgen,"Aug. 13, 2026 Global HEOR Economic Modelling Senior Associate India - Hyderabad",,,https://careers.amgen.com/en/job/hyderabad/global-heor-economic-modelling-senior-associate/87/88779807376,https://careers.amgen.com/en/search-jobs/Statistics/87/1,20,HEOR,2026-09-17T10:39:11+00:00
4e5c93821a00b0bd,AstraZeneca,"Associate Director, Global Health Economics and Outcomes Research Analytics Barcelona, Catalonia, Spain",,,https://careers.astrazeneca.com/job/barcelona/associate-director-global-health-economics-and-outcomes-research-analytics/43991/95850901904,https://careers.astrazeneca.com/search-jobs/biostatistics/7684/1,20,HEOR,2026-09-17T10:39:07+00:00
